1 1 40.2 -0.0639771056331127
2 2 26 0.0274420751366062
3 3 29.5 0.0852473228868559
4 4 44.5 0.00696478672065994
5 5 40 0.0118568959347218
6 6 29.4 0.00238933324174521
7 7 32.7 0.507339367346785
8 8 31.1 0.109615935243457
9 9 35.1 0.413828292135479
10 10 43.4 0.0559766378422508
11 11 28.3 0.227537869681223
12 12 37 0.140328147880381
13 13 42.3 0.238700528202907
14 14 41.1 0.207445153955984
15 15 33 0.365241694264139
16 16 31.7 0.224049305034365
17 17 37.2 0.381439909919475
18 18 28.6 0.168282392614688
19 19 38.1 0.21232573338579
20 20 38.5 0.195651446412237
21 21 39.2 0.440248683986181
22 22 34.7 0.227895292993154
23 23 38.3 0.26711809622982
24 24 37.7 0.259453313199638
25 25 41.2 0.269499845096737
26 26 31.9 0.172610151520892
27 27 23.4 0.202039773553748
28 28 37.1 0.00491801071783966
29 29 44.6 0.00874150472017461
30 30 41.1 0.263844507673559
31 31 34 0.228383459707684
32 32 33 0.262030111209268
33 33 38.9 -0.067051207167438
34 34 34.3 0.136709144391263
35 35 36.9 0.260563827212264
36 36 32.9 0.145679098999205
37 37 43.1 0.179345111836615
38 38 39.1 0.284321970123984
39 39 42.1 0.193489459584098
40 40 31.2 0.214511954515176
41 41 50.4 0.342661764777506
42 42 39.1 0.244721599084405
43 43 43 0.672114733784829
44 44 36.6 0.755850422817838
45 45 38.4 0.401773619889971
46 46 33.2 0.533841729437253
47 47 38.6 0.735957977269691
48 48 36.3 0.618008936961769
49 49 44.4 0.778291168229624
50 50 37.3 0.741715864509817
51 51 38.3 0.95592655146629
52 52 37.5 0.606011870128922
53 53 45.5 0.8069060913561
54 54 30.1 0.625315644050723
55 55 37.9 0.519707475689572
56 56 33.3 0.512409252781486
57 57 35.3 0.554127710451792
58 58 40.9 0.76063806783568
59 59 37.5 0.648974326257503
60 60 45.2 0.690710448427462
61 61 43.5 0.67120074820799
62 62 45.2 0.671266837801517
63 63 35.7 0.817582889120105
64 64 51.4 -0.0774049969378001
65 65 42.3 0.304909857451547
66 66 27.8 0.179645799908283
67 67 40.4 -0.0466625893187122
68 68 52 -0.0663686004308726
69 69 48.5 0.122978563618395
70 70 40.5 0.110204780904282
71 71 46 0.0718558047883491
72 72 43.8 0.151097662513251
73 73 32 0.0194823036639543
74 74 46 0.0327113605760033
75 75 47.5 0.0404761699231819
76 76 36.4 0.089994722431352
77 77 44.3 0.0919800207543477
78 78 41.2 -0.00200503736142312
79 79 47.7 0.0983409374653636
80 80 39.3 0.19215753020514
81 81 39.6 0.0983714805164866
82 82 44 0.234700693764388
83 83 42.9 0.0582550537370638
84 84 46 0.212833435470625
85 85 46.4 -0.0891984869384478
86 86 39.2 -0.0546231874551408
87 87 47.2 0.0296468744466612
88 88 52.6 0.0395057101577991
89 89 47.2 0.0442516739178407
90 90 42.7 -0.114487480639004
91 91 39.3 0.232097355496659
92 92 55.4 0.0346946575024868
93 93 41.6 -0.0489857755833337
94 94 46.5 -0.0908826621035769
95 95 43.8 0.0597302134925136
96 96 45.5 0.567418419078145
97 97 22.5 0.559329557530448
98 98 46.9 0.602839700165492
99 99 42.5 0.544198303759285
100 100 22.5 0.57119231325387
101 101 49.2 0.57931706941293
102 102 46.1 0.506829185270619
103 103 38 0.697163733938384
104 104 47.3 0.774859208297169
105 105 40.6 0.49560779011216
106 106 44 0.673288726873792
107 107 43.5 0.52081751110738
108 108 50.8 0.82184499351898
109 109 44.3 0.645228060055373
110 110 44.3 0.615689535947073
111 111 42.2 0.65956184433361
112 112 44.2 0.555092992691415
113 113 44.5 0.170909530097466
114 114 44.9 0.542627468548822
115 115 49.2 0.52252748688407
116 116 43 0.550790642819194
117 117 42.6 0.626173547016597
118 118 47.5 0.476019426308029
