IID,1
1,-0.559734
2,0.910071
3,-1.1771
4,-0.490646
5,0.119444
6,0.497991
7,-0.104376
8,-1.13308
9,-0.451418
10,0.620595
11,0.389102
12,0.277614
13,-1.43447
14,0.261275
15,0.639194
16,0.702894
17,0.526218
18,-0.958907
19,-0.024047
20,-0.459177
21,0.740535
22,-0.746002
23,0.469155
24,0.8885
25,-0.570312
26,-0.446673
27,-0.224467
28,-1.04585
29,-0.138655
30,-0.346636
31,0.613884
32,0.0241188
33,-0.381809
34,0.358586
35,-0.477534
36,0.473934
37,0.776591
38,-0.0106414
39,0.38183
40,-1.21359
41,0.311875
42,1.05353
43,-0.860136
44,0.825838
45,-0.0333221
46,0.339138
47,-1.33179
48,-0.675925
49,0.334338
50,0.632333
51,0.0769789
52,0.56646
53,0.2444
54,0.484197
55,1.09979
56,0.59484
57,-1.0837
58,-1.73271
59,-0.512945
60,0.983903
61,-0.921546
62,0.524439
63,0.661545
64,0.436877
65,0.195546
66,0.218939
67,0.628273
68,-0.127608
69,-0.181571
70,-0.177727
71,1.40865
72,0.07448
73,-1.28386
74,0.295964
75,1.10816
76,0.885846
77,-0.509927
78,-0.0401113
79,0.310887
80,-0.517613
81,0.418382
82,1.20593
83,0.644985
84,1.63655
85,0.243026
86,-1.64634
87,0.718417
88,0.508336
89,-0.604376
90,0.104989
91,-0.467856
92,0.713237
93,-0.412687
94,0.731224
95,-0.521157
96,1.13206
97,1.04451
98,-0.658518
99,0.896205
100,-0.42419
101,-1.37465
102,-0.715386
103,0.146462
104,-0.309372
105,-1.37222
106,-0.59777
107,-0.627416
108,-1.16926
109,-0.130224
110,0.699882
111,-0.465287
112,0.437702
113,-0.0472252
114,0.111208
115,-0.126124
116,1.24693
117,-0.970705
118,-0.226661
119,0.235967
120,0.590437
121,0.278754
122,0.392584
123,-1.07824
124,-0.767885
125,-0.714733
126,0.507125
127,1.3307
128,-0.359223
129,0.615093
130,0.648409
131,-0.482092
132,0.315074
133,0.717069
134,-0.843234
135,-1.25172
136,-0.884134
137,-0.694802
138,0.248932
139,-0.213794
140,-0.46226
141,1.14947
142,0.459353
143,-0.797469
144,0.300148
145,0.401619
146,0.0885324
147,1.24947
148,0.315932
149,-1.15437
150,-0.239292
151,0.181985
152,-0.441388
153,-0.365007
154,0.117564
155,-0.551389
156,-0.0547463
157,-1.36824
158,-0.567882
159,-1.00749
160,0.673424
161,-0.247981
162,-0.15137
163,-0.546195
164,-0.116594
165,0.109434
166,-0.771481
167,0.16524
168,0.314881
169,-0.0731508
170,0.906844
171,0.0124622
172,-0.37222
173,0.411296
174,0.491322
175,-1.18797
176,0.0343672
177,-0.564103
178,-0.387203
179,0.929226
180,-0.288555
181,-0.351821
182,-1.29517
183,-0.024031
184,-0.330085
185,0.0701158
186,-0.652077
187,0.0100415
188,0.249607
189,-0.429349
190,0.299633
191,-1.21757
192,-0.466177
193,0.347419
194,0.258901
195,-0.521672
196,-0.576512
197,0.0394843
198,-0.16926
199,0.0833926
200,-1.0525
201,-0.109754
202,0.964462
203,0.451077
204,-0.449418
205,1.28457
206,-0.707134
207,0.490668
208,1.25216
209,0.78999
210,1.32144
211,-0.0343167
212,0.0581364
213,-1.13753
214,0.33473
215,-0.438124
216,0.703452
217,-0.839565
218,-1.88296
219,-0.231906
220,0.690832
221,-0.251401
222,-0.394303
223,0.00679363
224,-0.0833113
225,0.817286
226,0.0992638
227,0.573479
228,-0.422035
229,0.656929
230,0.482961
231,0.0214382
232,1.18537
