IID,1
1,-0.132126
2,-0.272678
3,-0.245217
4,0.0784845
5,-0.0619793
6,-0.222688
7,-0.135269
8,-0.2167
9,-0.0670824
10,0.123263
11,-0.160624
12,-0.0509138
13,0.0915144
14,0.0359007
15,-0.0838226
16,-0.134317
17,-0.0337878
18,-0.204843
19,-0.0195478
20,0.0132393
21,-0.00942686
22,-0.0612472
23,-0.000187406
24,-0.04885
25,-0.00278071
26,-0.0605664
27,-0.282701
28,-0.0756199
29,0.114446
30,0.016354
31,-0.103635
32,-0.105101
33,0.0176875
34,-0.066612
35,0.0346303
36,-0.128146
37,0.0884069
38,0.0668844
39,0.139072
40,-0.128053
41,0.171019
42,0.0153572
43,0.0242177
44,-0.074865
45,-0.0716532
46,-0.150703
47,-0.0291983
48,-0.142086
49,0.0716552
50,-0.0925456
51,-0.078
52,-0.0932013
53,0.106859
54,-0.240799
55,-0.0444368
56,-0.17981
57,-0.0651965
58,0.0121276
59,-0.0877493
60,0.041035
61,0.040183
62,0.0448191
63,-0.0817513
64,0.0913232
65,0.0237935
66,-0.240028
67,-0.0730609
68,0.17166
69,0.0666985
70,-0.0467944
71,0.0494501
72,0.00645231
73,-0.187359
74,0.0452756
75,0.0385075
76,-0.0370831
77,0.0796
78,0.0886851
79,0.193468
80,0.00733216
81,0.00688777
82,0.0274463
83,0.000418925
84,0.114481
85,-0.0355023
86,-0.0816153
87,0.0117966
88,0.120029
89,-0.00879695
90,-0.0222421
91,-0.0466405
92,0.170267
93,-0.0194775
94,0.0467418
95,0.0153009
96,0.132382
97,-0.435239
98,0.205608
99,0.0139761
100,-0.360135
101,0.15264
102,0.116647
103,-0.0475661
104,0.116002
105,-0.0224543
106,0.054121
107,0.0201029
108,0.234362
109,0.024133
110,0.0771425
111,-0.0294119
112,0.0153925
113,0.0440264
114,0.052152
115,0.128574
116,-0.00105437
117,-0.0287782
118,0.0668925
119,0.170416
120,-0.0590349
121,0.116227
122,0.111321
123,0.126118
124,-0.0406627
125,0.0735169
126,0.0605813
127,-0.216491
128,-0.102363
129,0.10897
130,0.0983941
131,0.0461064
132,-0.170371
133,-0.190978
134,0.0230777
135,-0.176579
136,-0.150622
137,0.123324
138,-0.0808794
139,-0.0386299
140,0.140079
141,0.181614
142,-0.151411
143,-0.136204
144,-0.0717259
145,0.126798
146,-0.0995931
147,-0.0407952
148,0.158495
149,-0.127927
150,0.103548
151,0.0416368
152,0.0697348
153,0.213331
154,0.165525
155,-0.192336
156,-0.084073
157,0.187018
158,-0.028174
159,0.0491953
160,0.0944588
161,0.0317281
162,0.0368877
163,0.105732
164,0.00339313
165,-0.0982721
166,0.0723072
167,0.0436388
168,-0.1461
169,-0.105341
170,-0.134308
171,-0.154708
172,0.0668926
173,0.0571249
174,-0.247254
175,0.256336
176,-0.0751833
177,0.107706
178,0.0575665
179,-0.0603639
180,-0.0423434
181,0.128526
182,-0.0150441
183,0.117876
184,-0.0209449
185,-0.0131369
186,0.1566
187,0.0998374
188,0.0899351
189,-0.16521
190,0.00811001
191,-0.0441822
192,0.0679412
193,0.210295
194,-0.113752
195,0.0609142
196,-0.0747469
197,-0.157118
198,-0.128467
199,0.116184
200,0.182831
201,-0.0987786
202,0.0559916
203,-0.0467492
204,-0.0404833
205,-0.1487
206,0.160735
207,0.0356696
208,0.121659
209,-0.07601
210,-0.0528469
211,0.23517
212,-0.131519
213,0.0613126
214,0.0213301
215,0.168227
216,0.200262
217,0.134782
218,0.149525
219,-0.191093
220,0.0517385
221,-0.104751
222,-0.0193844
223,0.00312124
224,0.157663
225,0.0561075
226,0.0513374
227,-0.103892
228,0.0555275
229,0.0194401
230,-0.132835
231,0.115223
232,-0.21348
233,-0.0611251
234,-0.0495462
235,0.132287
236,0.142845
237,-0.160627
238,0.163941
239,-0.115375
240,-0.0547907
241,-0.144412
242,-0.0484422
