iid,1,2,3,4,5,6,7,8,9,10,gv1,gv2,gv3,gv4,gv5,gv6,gv7,gv8,gv9,gv10,egv1,egv2,egv3,egv4,egv5,egv6,egv7,egv8,egv9,egv10
468,-2.10498,-0.375378,-1.54586,-0.706692,-0.957675,-1.49078,-1.4014,0.645891,1.49205,0.94759,-1.77595,-0.625979,0.232,0.360244,0.734387,-0.559901,0.294622,0.461968,1.26254,-0.320614,,,,,,,,,,
469,0.884569,2.48982,-0.41028,2.27515,1.65887,-0.0801639,-1.00898,2.10477,1.78953,0.585604,2.26758,0.0359638,-0.593037,0.341913,0.486848,0.229711,-0.0781012,0.71487,0.990628,0.0384324,,,,,,,,,,
470,-1.65064,-1.34491,-1.75352,-1.49366,1.41875,-0.724676,-0.54057,0.034534,-1.5161,1.94614,-2.36605,0.0249699,-0.159539,0.116075,-0.0937249,0.701637,-1.30814,0.744059,-0.836695,-0.362928,,,,,,,,,,
471,1.68581,-0.285265,-0.535414,-3.05058,-0.69796,-0.703393,-1.15951,-1.93711,-0.260705,0.666932,1.57132,-0.654209,-0.985922,-2.4438,-0.824781,-0.242612,-0.159481,0.47321,-0.944027,-0.909157,,,,,,,,,,
472,-1.35969,-0.50748,1.85401,-1.51795,-0.563855,0.557908,-1.0668,1.55956,1.0808,1.7684,-0.65493,-0.321916,0.0468168,0.128808,0.395409,-0.166486,-0.849683,1.22236,-0.221615,0.627924,,,,,,,,,,
473,-1.61018,-2.13263,-1.56628,-1.35646,1.81897,0.186364,-2.82213,0.991935,1.67778,1.12252,-0.192277,-0.654519,-0.421166,-1.19866,0.295445,0.240071,-0.791945,0.449428,-0.0800451,-0.264519,,,,,,,,,,
474,-0.379403,1.91587,1.20873,-1.10399,1.61643,1.10784,0.926472,-0.0648375,2.02545,1.53965,-1.06329,0.53199,0.162642,0.913946,0.570381,-0.740357,-0.0284531,-0.11071,1.39818,-0.552886,,,,,,,,,,
475,1.9165,-3.5384,-1.01889,0.824807,-0.111887,-0.164453,-3.5321,1.25722,1.16022,-0.00313735,-0.272308,-0.25446,-1.16922,0.677186,-0.408235,-0.492171,-2.10287,0.717017,-1.02479,0.719463,,,,,,,,,,
476,-0.268486,-0.199711,-1.24639,0.0821604,-0.485725,2.13884,-0.245567,1.45378,1.57682,-0.971265,0.0091318,-0.107906,-0.753973,1.21781,0.0235564,0.314827,0.0685094,-0.0028189,0.896437,0.489263,,,,,,,,,,
477,1.71905,-0.382439,-0.259557,-0.975225,1.16667,1.371,0.106023,-2.11294,1.36013,1.85622,-0.887264,-0.14939,-1.015,0.167651,0.0446891,0.734437,1.03891,-0.801086,0.394236,-0.929983,,,,,,,,,,
478,1.01917,3.54707,-0.511125,0.101545,0.584259,-0.879474,1.60986,-1.69507,0.45098,-0.899046,0.460315,1.30753,-0.31641,-1.45285,0.934292,-0.338165,-0.649654,-1.51483,-0.771335,-0.881814,,,,,,,,,,
479,-0.359032,-1.07485,0.547057,-1.84553,-1.71254,0.319784,0.256345,-0.797266,-1.16085,1.61304,-0.0473847,0.298634,0.662104,-1.6079,-0.0137864,-0.69975,0.414443,0.421959,-0.213251,-0.371576,,,,,,,,,,
480,-2.15943,-0.0830619,1.03645,1.94148,1.93524,-1.29966,0.261727,0.620288,-0.465452,-0.734224,-1.40811,-1.36931,0.113415,0.796851,0.0914492,-0.422859,-0.592143,1.02608,-0.636458,-0.314608,,,,,,,,,,
481,1.11529,0.269204,-2.14798,1.28325,-1.98297,-1.76498,-1.32322,0.564293,-1.17327,0.774893,0.808697,0.0756953,-0.103947,-0.080263,0.640752,-0.129836,-0.881136,0.906564,0.193846,0.229146,,,,,,,,,,
482,-0.195559,0.166165,-2.87906,0.181448,1.0899,-0.651801,1.13122,0.394326,-0.340733,1.03723,-0.605154,0.0987053,-0.826916,0.209213,0.363286,0.813865,0.165838,0.821761,-0.0661111,0.732317,,,,,,,,,,
483,0.901817,0.992815,1.08975,-1.35435,1.79236,2.62874,-0.640851,0.364325,-0.391538,0.383549,0.251586,-0.0600386,0.489428,-0.462668,0.831446,0.698301,0.00875014,0.247123,-0.843308,0.956085,,,,,,,,,,
484,-0.70094,1.17224,-0.074405,-0.690087,0.256803,-3.04067,-0.32701,-2.28098,-1.55275,-1.36951,-0.6094,0.351892,-0.485278,-0.0363937,0.567853,-1.26343,-0.16052,-0.747306,-0.0932828,-0.587519,,,,,,,,,,
485,2.30567,-0.21183,1.91808,-1.61784,-1.06452,1.303,-0.20864,0.423042,-0.943772,-0.296417,0.179383,0.898861,0.354509,-0.303875,-0.434533,0.378919,-0.825879,-0.0292196,0.536798,1.38625,,,,,,,,,,
486,-1.7301,1.29286,1.13937,-2.56497,-0.611473,0.236537,1.19824,0.423856,-0.335243,-0.773956,0.171254,0.942254,0.286166,-2.03217,0.727393,0.94551,-0.316835,0.449625,0.4454,0.143148,,,,,,,,,,
487,-0.818485,-2.10965,0.22274,1.4989,0.279565,-0.855327,-1.17595,0.35268,1.24639,0.23245,1.39874,0.0468309,-0.377072,2.2317,0.176017,-0.495295,-0.565696,-1.63089,0.130087,-0.472478,,,,,,,,,,
488,0.859073,-0.874771,0.0118258,-0.889825,-0.92663,0.261438,1.41731,-1.0063,1.13246,0.598529,0.137813,-0.0543608,-0.322543,-0.100124,-0.244339,-0.285673,0.451374,0.622241,-0.220012,0.0196976,,,,,,,,,,
489,0.836304,1.57023,0.174888,-0.97656,-0.825055,1.24705,-2.23175,1.31794,-3.3478,-3.04485,0.313471,1.47486,0.898978,-0.583062,-0.132883,1.07383,-0.378767,0.668756,-1.1163,-0.561288,,,,,,,,,,
490,2.13432,0.679421,-0.275524,-1.99348,1.2841,0.142799,0.720958,0.366977,-0.321239,-0.609749,1.24737,0.494809,0.897468,-1.32276,-0.0621595,1.71541,-0.25556,0.484306,-0.614301,-0.559097,,,,,,,,,,
491,-1.68966,-1.09238,0.506249,-0.821648,-2.89458,0.0340431,0.83994,0.262162,-3.46297,3.17226,0.191094,0.943618,0.7271,0.92675,-0.250971,0.134737,1.05468,0.655195,-0.676,1.11322,,,,,,,,,,
492,2.10951,-0.04189,-0.785772,1.19411,0.929983,-0.961298,-2.26525,-0.164457,-2.22635,-1.76208,1.34625,-0.521787,-0.307043,1.54913,0.0713391,0.309862,-1.33657,-0.485119,-0.282339,-0.925977,,,,,,,,,,
493,-0.895939,3.4219,0.461362,0.604243,0.857443,-0.602995,-1.59971,0.390645,-1.33556,-0.310076,0.0372239,0.266745,1.31825,1.22877,-0.560062,0.351053,0.10723,0.436438,0.135074,0.251517,,,,,,,,,,
494,-0.859264,1.11778,1.6141,0.535929,-0.781067,3.17443,-0.405015,-2.93199,-0.589055,-0.375105,-0.223916,0.68254,-0.125533,-0.177672,-1.33553,-0.128237,0.0735943,-1.07561,0.557968,-0.0566231,,,,,,,,,,
495,-0.608436,-1.29941,1.16988,-0.028861,-2.1513,0.294067,0.583714,1.81425,2.21349,0.031188,-0.532118,-0.251103,0.173704,0.507033,-1.39227,0.49984,-0.723408,0.933302,0.247771,0.69401,,,,,,,,,,
496,-1.59311,0.870621,1.16613,-3.2764,-3.10381,0.316428,-0.81959,-1.1805,2.05303,0.986012,0.750316,0.2599,0.466648,-0.912682,-1.107,-0.557147,0.19524,1.1675,1.49893,0.977219,,,,,,,,,,
497,-1.6807,-0.679007,-2.13439,1.77664,2.78968,1.33316,0.741592,-1.39395,-2.04876,-2.14143,1.07467,-0.582483,-1.73382,0.113652,0.176062,-0.394742,-0.036375,-0.352428,-0.447158,-1.18576,,,,,,,,,,
498,0.431797,-2.32144,-4.32988,-1.94493,1.39359,1.43253,-1.29581,-2.22662,1.03411,2.74619,-0.316637,-1.83731,-1.72462,0.0359239,-1.31067,1.01058,0.139087,0.00102596,1.00111,0.45436,,,,,,,,,,
499,0.0547592,-1.43188,-0.368984,1.72451,-3.29586,-1.27589,-1.51314,3.15397,0.926422,2.93833,-0.392663,-0.457397,-0.510572,0.770964,-1.81532,-0.580466,-1.10087,1.75534,0.943128,1.62977,,,,,,,,,,
500,-1.6979,1.26636,-0.374889,-0.119986,3.22862,-1.79527,1.51407,-0.463761,0.181855,1.46086,-0.14681,0.49793,-0.283429,-0.379835,1.54633,-0.94095,-0.505952,-0.9004,0.421666,-0.00106143,,,,,,,,,,
501,0.623948,-1.68315,-3.90359,0.30812,0.211415,-0.604471,2.726,-1.73359,-1.54612,0.531343,1.18753,-0.661348,-1.69716,0.691647,1.32679,0.516684,1.50246,-1.13224,-0.742824,0.911501,,,,,,,,,,
502,0.352697,0.350731,0.737201,0.19741,-1.70861,-0.991937,-0.601903,0.29049,-1.97522,1.30909,-0.0758607,0.620276,-0.906031,1.42592,0.132261,-0.0987828,0.413428,-0.645186,-0.0590995,-0.0193573,,,,,,,,,,
503,3.01613,2.64949,-1.13375,0.0253696,2.06637,2.87584,1.14703,1.63636,1.24304,-0.243824,0.899497,0.635089,-0.991897,-0.652058,0.782507,0.831586,0.293323,-0.107214,-0.0566004,-0.831956,,,,,,,,,,
504,-1.12289,2.52113,-1.934,-0.136706,2.25034,0.775932,-2.16025,0.618353,0.556283,-0.210494,-0.596825,-0.204117,-0.844074,0.410785,0.653393,0.152405,-2.58882,1.08261,0.0688152,-0.450038,,,,,,,,,,
505,-1.15057,0.306519,-2.05262,-0.492089,-0.158145,-0.0251043,-0.0398592,1.06526,1.23923,0.89451,-0.647946,0.448448,-0.94186,-0.267418,0.382858,0.667034,-1.14521,0.851829,1.17291,1.05495,,,,,,,,,,
506,1.41267,-2.76915,0.451499,-1.19011,-0.158065,2.66463,0.789556,-0.438424,-0.246905,-1.15209,-0.212246,-1.3719,-0.940219,-0.155286,-0.687418,1.4438,0.0615974,0.294435,0.640594,0.122799,,,,,,,,,,
507,3.08874,-1.11226,0.409528,-1.29027,-2.80839,0.656615,1.24375,-0.633404,-0.962124,2.96889,1.43182,-0.0744674,-0.159152,0.0234527,0.262474,-0.704113,0.962533,-0.546989,1.22689,0.852822,,,,,,,,,,
508,-0.654948,0.253654,-0.0611834,-1.26749,-0.0940338,0.876976,1.73163,-2.39118,-0.944701,0.222323,-0.692017,0.412422,0.571521,-0.304633,-0.434915,0.617828,0.0298616,-1.49574,0.20006,1.09617,,,,,,,,,,
509,-1.16738,-1.13689,-1.14288,-1.06105,0.00579715,-0.491105,-0.735411,-0.185219,-0.916388,-0.662064,-1.92629,-1.04396,-2.03075,-0.22343,0.975352,-1.51523,-1.03291,-0.324188,0.877651,-0.468128,,,,,,,,,,
510,1.74268,1.84978,-2.14003,-0.430032,1.20854,-1.90046,0.0427699,-0.632353,1.25301,0.0880852,0.0205723,-0.888117,-0.385119,-0.0931411,1.65596,0.179095,-1.10957,-0.366903,-0.824962,-1.2716,,,,,,,,,,
511,1.91785,-0.412968,-0.552259,-0.174288,0.968849,-3.77071,-0.848679,0.540132,-0.686231,1.05567,-0.327528,-0.872919,-0.246621,-0.384748,-1.46078,-0.551352,0.222783,-0.428992,-1.26734,0.339839,,,,,,,,,,
512,-2.89358,-2.23487,-1.52931,-3.18582,1.39917,-3.32899,-1.11032,0.439902,-0.589001,0.622648,-2.57236,-0.994014,-2.01279,-2.03967,0.142545,-1.22087,-0.755399,-0.812381,-1.20267,0.508097,,,,,,,,,,
513,-2.84578,-0.993929,-1.18476,-0.648805,-1.88498,0.0675155,-1.57101,-2.15002,0.986665,1.40688,-2.26882,-0.00966964,-1.01277,0.120468,-1.88181,0.595251,-0.785401,-0.944912,0.277547,-1.02365,,,,,,,,,,
514,-3.42077,0.0419958,2.48784,-2.27898,-0.33363,-0.696122,0.292568,0.982962,-1.11512,-0.344896,-0.914838,1.06609,0.328975,-0.905672,1.2292,-0.889234,0.234837,-0.0855109,-0.601319,-0.378489,,,,,,,,,,
515,1.36096,-2.44516,-3.45903,0.641945,0.129513,-1.02589,0.715264,4.02551,-0.548828,-0.564988,0.116973,-1.00595,-0.0843628,0.0923878,1.12006,-1.28728,1.02289,1.31467,0.0687266,0.577373,,,,,,,,,,
516,-0.538175,0.418942,0.529891,1.9831,2.71686,0.135171,-2.44551,-0.742268,-1.39941,-2.13414,-0.142241,-0.212417,1.80819,-0.0482315,1.52684,0.702705,-1.63723,0.241044,0.00739792,-2.14341,,,,,,,,,,
517,-1.86064,3.09931,-1.5173,0.673538,-1.13757,-2.07151,0.266067,-0.505711,-1.00273,1.46004,-0.770601,1.20515,1.46503,-0.410771,0.881354,0.806371,-0.740675,-0.0328773,0.468411,0.842195,,,,,,,,,,
518,1.02558,-0.15349,0.262437,-1.1372,0.182776,0.27082,2.35309,0.491358,-1.34016,1.3128,-0.525684,0.151427,2.02547,0.449154,-0.398018,-1.78879,1.26053,-1.51957,-1.21106,1.25384,,,,,,,,,,
519,-0.609659,0.98661,-0.575657,-0.48693,0.767883,-0.151956,0.782771,1.49774,-1.53854,-2.47136,-0.043935,0.998646,-0.0638219,0.561924,-0.597426,-0.396928,-0.56096,0.116914,-0.164262,0.589117,,,,,,,,,,
520,-0.0699679,1.5409,0.410577,1.09892,2.29226,1.8481,0.198947,-0.881015,-0.961873,-0.163303,-0.4223,1.11001,0.28997,1.46274,1.54266,1.3705,-0.129898,-0.566872,-1.22868,0.521719,,,,,,,,,,
521,-0.0485007,0.869434,0.719569,0.307565,-0.259651,2.7098,-0.645325,0.699321,-1.90192,-0.301764,-0.518499,0.328605,-0.0317746,1.03457,-0.398435,1.0899,-0.563747,0.433622,-1.5628,1.40735,,,,,,,,,,
522,2.01193,1.06594,-0.715365,0.230347,1.59369,0.378076,-0.484982,0.042944,-1.33806,-0.746607,0.339003,0.700806,0.127883,0.198093,0.689219,-0.334724,0.397391,0.6146,-1.20236,-0.75846,,,,,,,,,,
523,2.8008,1.71759,0.442873,1.28404,-0.328822,1.23032,-1.22694,2.11971,0.672487,-2.83584,1.41122,1.30293,1.55664,-0.092682,1.30441,0.0676591,-1.70343,1.06996,1.09455,-0.540408,,,,,,,,,,
524,1.42237,-0.167767,0.770465,0.641514,3.74313,1.90083,-1.04789,0.750114,-1.46508,-2.1803,0.0290804,0.750308,0.319854,0.341649,-0.35955,0.53877,-0.585629,-0.368291,-0.618398,-0.664356,,,,,,,,,,
525,-0.992736,-0.866287,0.443764,-3.98325,-0.53211,-0.26298,-0.052863,1.2196,-1.47997,0.89308,-0.334768,0.17314,-0.359946,-1.68228,-0.473745,-0.221994,-1.08293,0.418545,-0.498403,-1.06288,,,,,,,,,,
526,-2.33844,0.669223,3.11049,-0.0595367,-1.26272,-0.831073,-0.0357303,-1.73058,-2.57178,-1.01355,-1.77827,0.18824,0.863776,0.330457,-0.295349,0.324398,-0.312342,-0.456936,-1.57564,-0.0660707,,,,,,,,,,
527,-1.85952,2.16041,-0.100631,0.364629,0.718829,0.150833,1.99198,0.279849,-2.06612,-0.0277602,-0.476615,1.6735,0.492366,0.454083,-0.313792,0.872276,0.532825,0.293195,-1.92911,-0.450635,,,,,,,,,,
528,0.0458965,-0.303753,0.592923,0.164738,-0.142445,-1.97757,-1.07508,4.39248,1.03044,-1.65149,0.438966,0.10059,1.03327,-0.0862925,-0.0577222,-0.354299,-2.00031,0.854765,0.797574,-1.00057,,,,,,,,,,
529,-0.713094,0.577931,0.130837,-3.3791,2.24552,-1.03909,0.468324,3.52182,1.67558,0.677594,0.0894439,0.647273,-0.72613,-1.96649,2.23989,0.115917,-0.0390931,0.640525,-0.553169,-0.230845,,,,,,,,,,
530,-2.48234,-0.76717,-1.57099,0.530018,0.502148,-1.07093,-0.252209,-0.0903287,-2.23656,-0.208008,-2.33938,-1.5039,-0.823344,1.48442,0.465537,-0.964418,-0.156757,-0.0349165,-0.719952,-0.218706,,,,,,,,,,
531,-0.679952,0.488368,1.49653,-0.728401,-0.711844,-0.990633,1.68637,-1.46263,-2.24767,-0.800917,-0.596537,-0.0234673,-0.144326,-0.468117,-0.138717,0.439155,0.847275,-0.964664,-0.847371,-0.146272,,,,,,,,,,
532,0.678573,1.63751,-1.7609,-1.56093,1.59725,-0.334825,1.49092,1.45735,1.71919,-1.11872,0.20616,1.11139,-1.02997,-0.462899,-0.156059,1.02425,0.365124,0.44804,-0.239361,-0.957586,,,,,,,,,,
533,-1.99149,1.20792,-1.76774,-0.010612,-0.257712,1.61739,-1.35637,-1.38859,0.512525,-0.999541,-0.314904,0.700049,-0.916752,-0.448777,-0.849144,1.57362,-0.75638,-1.55484,0.656197,1.05889,,,,,,,,,,
534,-0.899972,0.864321,1.2917,0.875543,-2.17727,2.1126,-1.03953,0.396346,-0.760348,-0.257845,1.14656,-0.694197,1.54857,-0.606371,-0.442802,0.673894,-0.817191,0.446052,0.122377,1.69604,,,,,,,,,,
535,-0.0930828,1.64695,2.09478,1.64731,1.56668,-3.03864,0.871752,0.195258,1.25254,2.24311,-1.67257,1.42046,0.952603,0.135446,0.252267,-0.496072,0.218296,0.0806792,1.09644,1.0889,,,,,,,,,,
536,-1.75581,1.10642,0.124947,1.16404,0.62646,0.761483,-0.89159,0.0751008,0.910919,-2.90004,-0.868657,-0.179663,0.0656093,-0.724635,-0.249133,-0.199788,-0.0634374,0.17946,0.648782,-1.57674,,,,,,,,,,
537,-0.740385,-0.424478,1.59086,1.28161,-3.33867,0.181251,0.0173988,0.675919,1.87784,2.67452,-0.991834,-0.496768,0.089833,0.189884,-1.44581,-0.31923,-0.658736,0.900241,1.59928,1.09518,,,,,,,,,,
538,-2.80681,3.87757,1.34505,0.564718,-0.800151,1.34432,0.2864,1.17297,-0.988651,-1.01267,-1.17559,1.32969,-0.916087,0.613537,-0.00610568,1.63627,-0.545249,0.69764,-0.0271244,0.604649,,,,,,,,,,
539,0.0514092,-0.499097,-2.25988,-0.81561,-1.55751,0.620897,-1.33375,-0.727537,-0.497933,-0.864822,-0.247513,-1.11182,-0.814624,-1.45332,-1.82392,-0.302613,-0.44098,0.159766,1.14272,1.18781,,,,,,,,,,
540,0.751141,1.07876,-1.77157,0.846236,1.83326,1.50655,1.7634,-0.863225,0.454851,-1.56362,0.479801,-0.703876,0.210925,1.18533,1.48777,1.21855,0.654859,-0.28705,-0.667167,0.466037,,,,,,,,,,
541,-0.0332658,-1.91049,-0.94648,0.280141,-0.474624,-0.577741,-0.296785,-0.930755,-2.23106,-1.95201,-0.699039,-0.80385,-0.820017,-1.19063,-0.414338,0.0699612,-0.645025,1.18003,-2.12897,0.652731,,,,,,,,,,
542,0.588382,0.403951,-0.769254,-0.327328,-0.638948,1.36116,-2.75404,-1.06626,-0.580277,0.572595,0.879699,-0.682393,0.240797,-1.16938,-0.96393,0.623046,-0.908331,-1.05963,-0.655725,0.953995,,,,,,,,,,
543,1.78619,0.690582,-1.5459,0.754263,-2.03836,-3.50733,-0.31615,1.73817,-1.34567,2.14202,1.35577,0.0213397,-0.751682,1.55298,-2.02697,-0.21552,-0.328026,0.767639,-0.432668,0.402844,,,,,,,,,,
544,2.20589,-0.539458,0.253154,-0.0416947,0.577473,-0.744277,-0.981975,-2.0212,-4.82705,-2.54057,0.876637,1.16431,0.0542041,-0.016083,-0.597444,1.85113,-1.05709,-0.797511,-2.581,-0.0522113,,,,,,,,,,
545,0.707808,0.577128,2.10279,-2.51657,1.91364,0.0466112,-3.26196,-0.820256,-1.43588,2.06595,0.18961,-0.246282,1.60352,0.200595,0.140028,0.253792,-1.50362,0.616249,-0.0281628,-0.103095,,,,,,,,,,
546,3.0393,-0.421514,1.13602,0.737866,0.818507,2.56832,1.33852,-0.640301,-0.761324,-2.87718,0.605672,-0.00823489,0.112345,1.63974,0.829286,-0.4536,0.0644993,-0.130494,-0.742288,-0.47659,,,,,,,,,,
547,2.51915,0.252373,-0.261463,-0.030503,0.15306,1.08572,0.741812,1.09466,-1.54875,0.0347835,1.44655,0.0909717,0.23315,-1.44662,0.843282,0.0176083,-0.426077,-0.197679,-1.02426,-0.357396,,,,,,,,,,
548,-0.974504,-0.751031,0.865659,-0.0325479,-3.23513,-1.06779,-2.77773,0.613633,1.00497,2.84871,-0.16401,0.379639,0.681177,0.315696,-1.28523,0.0765757,-0.78045,-0.376161,0.443181,0.44271,,,,,,,,,,
549,1.74991,0.149469,-0.206579,-1.05538,-0.0801607,-1.7852,0.783473,-0.451751,4.10354,-1.20574,-0.206918,0.918074,0.846363,-2.12321,0.669352,0.641518,1.14021,-2.41297,1.81211,-0.310153,,,,,,,,,,
550,-1.39087,-1.75571,-1.33548,-2.5294,0.915078,0.369785,1.13444,0.379725,0.234583,-0.295311,-1.56542,-0.876588,-0.819726,0.165063,-0.906389,-0.763742,0.465978,-0.338118,1.27177,-0.757479,,,,,,,,,,
551,2.86438,-1.69034,0.0835709,0.253961,-0.493995,0.412371,-0.238609,-1.43533,-1.62528,-2.60322,0.553665,-1.0003,0.0396433,-0.186991,1.01295,-0.185911,-0.209945,-0.488696,-0.474036,-0.975591,,,,,,,,,,
552,0.477039,-3.12405,-0.116535,-0.856739,-3.58862,-0.445673,0.966602,1.48495,1.17212,1.52082,-0.169018,-0.781763,0.41966,-0.0259213,-0.981656,0.180092,0.583778,0.833271,0.395373,-0.449188,,,,,,,,,,
553,2.15837,1.31135,-0.418622,2.71803,1.74035,2.73364,-0.804175,2.16441,2.07069,0.859119,0.119841,0.678526,-0.507841,0.605462,1.00832,1.60871,-0.274861,0.931034,-0.501304,-0.391254,,,,,,,,,,
554,-4.14884,-0.23486,-1.33265,-2.06347,-0.391246,1.46395,0.84361,-0.49268,1.99668,-2.20469,-0.640805,-1.44707,0.110983,0.012988,0.475321,0.561112,-0.112547,0.323369,0.848469,-1.60958,,,,,,,,,,
555,0.391423,-0.818934,1.86078,-2.34468,0.0508242,-1.54159,-1.73962,0.116228,-0.531085,1.37549,1.43779,-1.3657,0.393854,-0.868217,1.03183,-0.546479,-1.88813,-0.619356,0.083377,0.380004,,,,,,,,,,
556,-1.37976,-1.26039,-0.0540642,-2.18742,1.52205,-0.516439,0.820531,0.379055,-0.200437,-1.42488,-0.382452,-0.41469,-0.651214,-1.5551,-0.808832,-1.27228,0.0691631,-0.224121,-2.44952,-0.6973,,,,,,,,,,
557,1.53994,-0.546894,0.746179,-0.142297,2.51266,-0.528695,4.56885,1.2038,0.0687822,-0.432367,-0.743353,-0.495779,-0.114991,-1.22071,1.1178,-0.1912,2.53255,0.21727,0.915047,-0.260372,,,,,,,,,,
558,-0.642705,-1.70493,0.455401,-0.0326881,-0.281668,-1.30797,2.23225,0.727706,-1.10419,-0.0624323,-1.5876,-0.318425,0.21649,0.488738,1.11669,0.409355,0.538951,0.926213,-0.332517,-0.66821,,,,,,,,,,
559,-1.56105,1.56981,0.288973,-2.12201,0.237767,-0.454441,2.13896,0.741274,-0.675238,2.53246,-1.07482,0.234397,-0.444284,-1.63488,0.677815,0.378073,1.84599,-0.51422,-0.456286,1.59587,,,,,,,,,,
560,0.272733,0.122215,-0.442725,-0.200717,-0.000455629,1.31393,-0.583926,-0.0927743,-1.94657,-1.97206,-0.489625,1.50468,-1.53443,0.0705272,0.0357707,-0.543419,0.495568,0.581067,-1.72719,-0.477386,,,,,,,,,,
561,-1.4406,-0.522954,0.102812,1.1424,-0.535429,-0.32843,-1.21626,0.707177,2.42509,-1.67104,-0.400621,-0.39533,0.723697,-0.426796,0.520355,1.60804,0.0463935,1.34773,1.31033,-0.139226,,,,,,,,,,
562,-1.21002,-0.912281,-1.29713,-2.38068,-1.2778,-0.599504,-0.332163,-0.856052,0.534092,1.7684,-0.0319936,-0.331925,0.500727,-0.583377,-0.317623,-1.00826,-0.428223,-0.455037,-0.389192,1.34601,,,,,,,,,,
563,-0.809844,-2.23701,1.89754,-1.71415,-1.91398,-1.58349,-1.91917,4.78535,-2.52334,-1.21785,-1.50718,-0.967356,1.42338,-1.40627,-2.38668,-0.644103,-0.907695,2.07028,-1.13065,-0.133554,,,,,,,,,,
564,-0.300638,-0.383505,0.369692,1.33414,-0.0221604,1.25528,0.167243,0.187228,-0.875814,3.24813,-0.492013,-1.73183,-1.67208,-0.271216,-0.265526,-0.0338899,0.230516,-0.187581,0.814459,1.33777,,,,,,,,,,
565,0.230903,1.11081,-1.34502,-1.37144,-0.00442088,1.18207,-0.455563,0.907539,-1.07529,0.708406,0.724372,-0.451147,0.639393,-1.11054,-0.837041,0.437798,-0.885154,-0.0486974,-0.110314,-0.798166,,,,,,,,,,
566,-0.945206,-2.22066,-2.04736,-0.465691,1.03319,3.37797,-0.512778,0.679601,2.23937,-5.0766,-0.812777,-0.740023,-0.849073,-0.155909,-0.167187,2.17856,-1.12529,-0.310479,0.214677,-2.1293,,,,,,,,,,
567,-0.249859,-0.110073,1.34482,-1.63994,-2.16708,0.641385,0.481337,-3.34941,0.822988,-0.166588,-1.44142,-0.623342,-0.469615,-0.514984,-0.883125,0.268522,-0.892438,-1.60734,-0.939182,-0.762473,,,,,,,,,,
568,1.40008,1.16996,-0.399506,0.0292031,1.84203,-0.877258,2.61778,-2.75848,0.792601,-1.77183,0.925148,0.943672,0.616052,-0.0131786,1.7744,-0.413419,0.495415,-0.753306,0.57947,-0.774006,,,,,,,,,,
569,2.40598,-0.691533,0.656517,1.25042,-2.2421,0.195833,-1.42702,1.62684,-2.81057,-0.261009,-0.284562,-0.090394,1.11166,0.349005,-0.11015,0.642402,-1.73567,0.609726,-0.788357,0.248678,,,,,,,,,,
570,-1.3605,-0.676622,2.21245,2.51459,-1.7255,-0.707682,2.88786,1.41423,-2.09068,-0.0676617,-0.77426,-0.985322,1.16066,1.04453,-0.969301,0.603984,0.0935546,1.75796,0.027942,-0.658452,,,,,,,,,,
571,0.137802,0.223449,-0.487165,0.517435,0.000812575,-1.93026,0.726707,-1.18749,-1.54814,-0.334848,-0.306759,-0.631621,-0.480906,-0.604219,0.194227,0.616848,0.834078,-1.29429,-0.91,0.408363,,,,,,,,,,
572,-0.299644,-0.341556,2.45884,0.256503,0.928017,1.23645,1.7562,1.27244,0.412489,-2.51071,-1.37362,-0.578049,0.780627,0.505704,1.69625,1.56496,-0.0491532,1.46518,0.378264,-0.80949,,,,,,,,,,
573,-3.79516,-0.30375,-1.74864,-2.24032,2.14239,-1.00711,1.59366,-2.18437,2.44328,-1.22102,-1.37851,-0.0465354,0.33585,-1.4902,1.30888,-0.681674,0.329249,-0.456392,0.780829,-0.226132,,,,,,,,,,
574,-1.75814,-1.08776,3.45932,-2.46174,1.22896,0.191235,0.792721,2.3895,0.32452,0.477914,-1.5311,-0.649727,2.03295,-1.36804,0.980286,-0.0203335,0.152719,1.85373,0.194854,0.92191,,,,,,,,,,
575,-1.27115,-2.54468,1.33914,-2.66122,-1.45252,0.224888,1.51174,-0.452725,-2.08937,3.10626,-0.602887,0.197018,-0.252233,-0.385497,-1.6284,-0.276205,-0.460908,-0.887005,-0.53992,0.661256,,,,,,,,,,
576,1.07137,-0.601261,0.415782,0.909733,0.920265,1.27366,-1.63383,0.613766,-2.39885,-1.81813,0.566139,-0.295941,-0.142754,-0.60094,-0.431537,0.390366,-1.18044,1.40949,-1.82664,-1.06267,,,,,,,,,,
577,1.8676,0.709229,-1.3934,0.748935,0.529352,-0.0789915,0.304338,1.57362,-0.723785,1.58128,0.522545,-0.0767203,-0.407827,0.843991,0.847112,-0.702434,-0.0198674,-0.262144,-0.129209,1.84772,,,,,,,,,,
578,-0.786488,-0.197309,-1.60004,-3.03915,1.42683,1.26969,2.91572,-0.711506,-0.636348,-1.14373,-1.18827,-1.46191,-0.166288,-0.341977,0.698628,0.432619,1.32523,-0.664279,-0.0497831,0.734672,,,,,,,,,,
579,-0.43827,-1.47145,0.23661,1.61083,0.596359,0.683367,1.38221,0.651896,-1.99918,3.94915,-0.0494764,-0.682034,-0.321143,0.392246,0.166308,-0.812861,1.59326,0.371912,-0.74595,2.1332,,,,,,,,,,
