iid,1,2,3,4,5,6,7,8,9,10,gv1,gv2,gv3,gv4,gv5,gv6,gv7,gv8,gv9,gv10,egv1,egv2,egv3,egv4,egv5,egv6,egv7,egv8,egv9,egv10
1,-0.978795,0.203668,2.1735,1.2394,0.546089,2.53052,-0.384275,0.793845,-0.865524,1.59054,0.0252232,0.558975,0.668136,0.541965,-1.44105,2.07468,0.408107,0.275728,-0.0330286,0.886051,,,,,,,,,,
2,2.04274,2.32111,1.01877,3.50797,-1.25134,1.37428,-1.38869,1.69604,0.00420094,0.661414,0.985705,1.24619,1.30302,2.28044,-1.64535,0.166222,0.95419,0.187782,-1.38233,0.444586,,,,,,,,,,
3,-2.69486,-1.97501,3.92572,0.0314906,-1.77891,-2.99981,-1.10652,0.659728,-2.64314,-1.75492,-0.939618,-0.203315,1.62751,-0.0979641,-0.602201,-3.20853,-0.179399,-8.81316e-05,-1.29397,0.420379,,,,,,,,,,
4,-0.710839,-2.25184,-0.573999,0.358101,-3.23673,-0.60333,0.537942,0.881609,-0.811345,-2.40164,0.468808,-2.25041,0.991451,0.644499,-1.89582,-0.182571,0.129868,-0.465414,0.651411,-0.491491,,,,,,,,,,
5,0.257385,1.12479,-1.12788,1.35286,0.00291395,-0.144473,-1.83137,2.78228,-0.236076,0.67192,0.683994,1.08467,-0.0156645,0.258252,-0.69425,0.339478,-0.263139,-0.0852527,0.831706,0.74887,,,,,,,,,,
6,1.20848,-0.0324218,-2.38355,-1.92618,-1.98304,-0.418088,1.29246,1.18561,-1.49408,-0.0601948,0.640701,0.370576,-1.2127,0.174905,-1.249,0.0263758,0.483405,0.684613,-0.379915,-1.08546,,,,,,,,,,
7,0.31669,0.764084,-2.95629,-0.293002,0.264497,3.42919,1.97787,1.71526,3.35203,-1.37257,0.565261,1.1411,-0.571063,0.0124994,0.702141,0.240156,-0.154683,-0.785378,0.175587,1.04239,,,,,,,,,,
8,-1.89484,0.725634,-0.651738,-3.14177,1.7361,0.385504,-0.837272,-0.51993,-2.09047,-2.02079,0.0159388,0.873279,-0.157609,-1.93677,0.733648,-0.496942,1.0995,1.12352,0.232494,0.235571,,,,,,,,,,
9,-0.408689,1.72804,-0.0613946,-1.60108,1.48589,-0.759054,1.45704,0.145415,0.00736243,-1.05753,-0.29633,0.11715,-1.8132,0.44023,0.409753,-1.97086,0.541453,-0.0299364,0.408663,-1.03561,,,,,,,,,,
10,1.78202,1.00719,1.07543,-1.14031,-0.157071,-1.32485,0.781303,-1.09077,-1.01018,-0.382964,0.0543694,0.198356,-0.981654,0.494126,1.53207,-0.642064,0.780331,-0.397653,-0.805162,-0.329719,,,,,,,,,,
11,1.37762,-0.881319,-2.26775,0.790187,3.13035,-0.514304,-0.968679,0.820246,1.11887,1.03799,1.20709,-0.0578467,-1.52576,-0.719758,1.18396,-1.14776,-0.28526,0.935864,0.370546,0.0362469,,,,,,,,,,
12,0.810037,-0.293914,-0.687627,-0.185763,4.10207,0.571304,-2.4725,-0.00526388,2.89273,3.30437,-0.219179,-1.36495,-2.34442,-1.16745,1.68284,0.438647,-1.59632,0.16053,1.30992,0.0138885,,,,,,,,,,
13,-2.49329,-4.69685,-1.74166,-1.60969,1.1738,-0.878489,1.51843,1.55083,2.5322,-0.0933976,-0.169854,-0.807226,0.41404,-0.403619,-0.289396,0.634915,-0.2127,-0.363596,2.06982,-0.299874,,,,,,,,,,
14,1.10879,2.73671,-0.235043,-3.40958,1.68646,1.86335,-1.04639,-1.4905,-0.349899,-1.27077,1.31906,1.16434,-0.0795818,-0.607691,1.76815,0.135317,1.25029,-0.798937,0.393138,-0.888957,,,,,,,,,,
15,2.00728,-1.51462,-1.76175,-3.42842,0.51156,0.815875,-0.147314,-2.16563,0.168158,0.319,2.25918,-0.595981,-0.00641085,-1.4731,-0.291958,-0.197653,1.71099,0.118261,0.0946005,0.527756,,,,,,,,,,
16,2.00446,-0.664543,-0.744635,-2.23764,2.11258,-0.285945,0.849274,0.930221,1.33275,1.96432,0.125839,-0.562108,-0.585754,-1.4057,1.99704,-0.096837,-0.183588,-0.235617,0.0140718,1.95752,,,,,,,,,,
17,1.68513,0.514125,-0.672635,-0.991925,1.42356,-2.52322,0.343532,-0.988772,1.10919,-0.0698295,1.28736,-0.323734,-1.51009,-1.27623,-0.353831,-0.551361,-0.371569,-0.172993,1.69315,-0.764846,,,,,,,,,,
18,-1.38519,-1.94128,-1.25626,0.263452,0.0124795,0.666147,0.0686527,0.0668238,-0.813314,-0.0457239,0.531832,-0.358701,-1.16102,-2.39781,1.07801,-0.608278,0.699943,1.10105,0.483028,0.426309,,,,,,,,,,
19,0.47525,1.82054,-1.46155,-1.44694,-0.0460849,2.61854,-0.152595,-1.82911,-0.956935,-0.786026,0.00556778,0.600248,-0.695441,-1.09117,1.05987,1.28657,0.318412,-1.39926,0.530613,0.130884,,,,,,,,,,
20,-0.468096,0.633746,-1.33246,-0.275846,1.95272,-2.32124,0.396309,-0.605945,2.00127,2.48332,1.25564,1.11201,0.477981,-1.0273,1.41882,-0.580182,-0.92553,0.58525,0.491007,0.784949,,,,,,,,,,
21,2.13162,-0.883408,0.836059,1.65691,0.754391,0.600175,-2.23355,-0.679988,1.06442,-0.220277,0.606061,0.104328,0.067709,0.413928,0.792886,0.415131,-1.06307,-0.418755,-0.455392,0.799388,,,,,,,,,,
22,-1.046,0.680854,-1.47842,-4.18986,-0.151201,1.35736,-1.58732,0.0101099,0.898624,-0.325585,0.778405,0.14183,0.0644873,-1.68525,0.275263,1.41575,0.615548,0.249455,1.25069,-0.668907,,,,,,,,,,
23,1.73101,-1.03555,-0.35521,-1.95357,-2.40652,-2.09452,1.11772,1.06539,-0.215321,0.582799,0.530364,-1.22514,0.237836,-1.28423,1.03547,0.192231,1.83715,0.128266,0.102252,-0.697088,,,,,,,,,,
24,2.15982,-2.30554,-0.096864,-1.64944,0.309502,1.52414,1.23931,0.553713,0.328393,-3.00579,1.79677,-0.95358,-1.23085,-1.22711,-0.0241724,1.38122,0.14127,0.195302,-0.999186,-0.317316,,,,,,,,,,
25,-0.74267,1.63729,-1.4829,-2.87449,0.373219,-0.587979,-3.32953,1.22953,-0.0341967,0.876734,0.350453,0.73214,0.386487,-1.62349,0.256223,0.148394,-0.450249,0.0392523,-0.0591208,0.161198,,,,,,,,,,
26,-0.38214,0.37802,-0.147556,-1.11509,-0.229428,-3.98216,-0.51029,-0.507875,-1.45761,-0.0584235,0.514487,-0.980501,-0.701427,-2.21433,1.47563,-2.7043,0.0702195,0.288934,0.0661226,-0.179082,,,,,,,,,,
27,0.107218,-1.21,1.59267,-2.75475,-2.88902,1.4446,0.925266,0.899016,-1.0271,1.87662,0.00190182,0.253408,0.49258,-0.486271,-0.110739,0.534268,-0.155857,0.242796,1.27683,1.30472,,,,,,,,,,
28,-1.70538,-0.947947,-1.03039,-1.53378,0.361245,1.50405,1.14488,1.10346,-0.780281,1.54669,0.996087,-0.336245,-0.782331,-3.03244,0.839814,0.604761,-0.234665,0.937648,-0.284624,1.30135,,,,,,,,,,
29,0.0641369,2.51723,-1.23069,-2.65882,-1.89648,2.33427,0.181701,1.18603,0.248889,0.81594,0.282073,0.731551,0.429425,-2.37306,0.949991,1.0033,0.247509,0.240737,-0.239339,1.82729,,,,,,,,,,
30,-0.504131,-0.554306,-2.89407,-1.71568,0.504317,-1.49972,-1.09591,-1.92785,0.664434,-1.20752,0.00314545,-0.719139,-1.3886,-2.05538,-0.322059,0.789911,-1.09821,-0.860835,-0.177427,0.108273,,,,,,,,,,
31,1.62777,1.09443,-0.203871,-3.03318,1.87422,0.0129422,0.184912,0.178912,3.52946,2.42999,0.332067,0.350454,-1.09538,-1.20053,2.41039,-0.201208,0.704199,-0.181638,0.653707,0.831869,,,,,,,,,,
32,0.579933,2.71988,-0.609867,-0.298354,-1.10987,-2.00082,1.69254,1.87925,-0.653344,1.75644,1.39519,0.564597,-1.30639,-0.429843,1.02917,0.812876,1.29892,0.331216,-0.49761,1.10279,,,,,,,,,,
33,-0.386336,1.68085,3.354,0.0276098,0.421652,-2.32974,0.47921,1.5944,1.19967,0.189406,-0.0738139,0.714689,1.89601,-0.825464,0.557869,-1.47055,0.841665,0.314418,1.07761,0.148004,,,,,,,,,,
34,1.28748,0.563703,1.00222,0.986779,-2.58988,0.0748914,0.482068,-1.4527,-0.357485,-0.759779,-0.0640718,-0.647586,1.07222,-0.821429,0.246171,0.404597,0.281087,-0.433837,0.62428,-0.896653,,,,,,,,,,
35,-0.490769,1.29148,-2.09323,-1.73135,0.5356,-1.75988,-0.241598,2.73192,-0.880025,2.22975,-0.11213,-0.354309,-1.60365,-2.33081,0.850674,0.114134,0.259584,0.670051,0.791181,0.0166278,,,,,,,,,,
36,1.35146,3.76257,0.152313,-0.588482,0.396381,-2.87707,2.03521,0.318498,-1.04377,0.0186746,-0.0478706,0.933226,0.912431,-1.04342,0.775772,-0.947631,0.319459,-1.23355,-0.575922,-0.0341399,,,,,,,,,,
37,2.23227,-2.23432,-1.7463,-3.77928,-0.330141,4.3412,0.945862,1.07709,1.8102,2.96951,-0.290974,-1.13659,-1.75016,-2.41148,0.676642,1.50197,0.148802,-0.105755,0.482512,1.86692,,,,,,,,,,
38,0.462633,-0.108026,-0.623249,-1.09829,2.97576,0.552509,3.34355,-1.00389,2.18411,1.77615,1.18,-0.454679,-1.78881,-2.1786,1.36483,0.323061,1.19482,-1.07727,0.295222,1.52632,,,,,,,,,,
39,1.37201,0.110256,1.39599,0.256244,0.774586,-0.930797,0.356944,0.485089,1.09024,3.41759,0.688085,0.105976,0.461406,-1.61474,0.832871,-0.510303,-0.326114,-0.644828,0.925694,0.579046,,,,,,,,,,
40,-2.00635,0.327579,-0.864453,-3.43447,2.16167,0.299993,-2.07734,-2.47802,-1.79461,3.63488,0.325793,-0.3339,-0.233077,-3.34304,1.3332,1.54636,0.372707,-1.71485,0.441871,1.52325,,,,,,,,,,
41,1.0385,-1.75306,1.2294,-0.840652,0.29011,0.14231,0.52362,-0.693842,1.52207,-1.86856,-1.06109,-0.87728,0.185852,-0.351388,1.84643,0.736287,0.036213,-1.14957,1.75657,-1.10868,,,,,,,,,,
42,2.71884,-2.35534,1.92192,-2.70089,1.83925,0.389411,-1.60562,0.937134,0.660708,1.92223,1.28677,-0.858312,0.755772,-1.66591,0.904823,1.23484,-0.441072,0.0574303,-0.159046,0.677945,,,,,,,,,,
43,-2.12549,0.897252,0.519791,-3.88157,-0.770895,0.456686,-0.780211,-0.896488,0.498418,1.29961,-1.1937,0.353378,1.29702,-2.36676,0.261348,0.131547,-0.53336,0.123337,0.918202,0.301729,,,,,,,,,,
44,1.07233,1.5678,-0.374445,-1.08293,-0.725404,1.76311,-1.34628,-1.47385,2.63842,-1.3857,0.536142,0.206422,-0.139269,0.452151,0.730159,1.64134,-0.417026,-0.683891,0.942315,0.129173,,,,,,,,,,
45,-0.329773,-0.250276,3.4043,-0.146588,5.26032,0.929592,2.37874,-0.159545,0.916408,2.01235,-0.327607,-0.698827,1.13016,-0.907529,1.3157,0.754398,-0.766257,0.306318,1.18224,0.00650014,,,,,,,,,,
46,0.334034,-1.04806,3.43942,-3.00128,0.557663,0.92999,-0.968697,1.41273,1.21837,2.31931,0.577596,0.459066,0.147379,-1.61748,0.71256,0.895483,-0.0834704,-1.33087,0.65004,-0.211894,,,,,,,,,,
47,-3.41738,-3.87563,-1.41205,0.0713701,-0.520707,2.66289,-0.879158,0.263392,0.858141,-0.0112552,-0.263597,-1.45401,-0.200132,-0.0667881,-0.367479,0.840343,-1.10472,-0.918899,-0.16462,0.597044,,,,,,,,,,
48,-1.79656,-1.34241,1.76527,1.48792,2.12103,1.12798,1.81996,-0.0532548,-0.217611,0.729858,-1.44003,0.851713,1.94044,-1.21361,1.94859,0.420905,0.014969,-0.186284,0.787648,0.439973,,,,,,,,,,
49,0.37141,-0.894668,-0.993925,-3.45614,1.07567,1.82094,-3.47096,1.01424,0.951854,-0.484421,-2.13541,-1.143,-0.0842218,-1.67251,0.432196,0.726505,-1.94668,-0.603091,1.80327,-0.360879,,,,,,,,,,
50,1.01597,-0.962683,-0.511795,-0.745973,-0.541461,1.61269,0.476224,-2.81512,0.176812,2.55548,-1.09452,0.734666,-1.16159,-0.0164983,-0.832232,-1.10519,-1.11868,-1.09187,0.739428,0.827365,,,,,,,,,,
51,-0.384998,0.974497,0.421452,-3.73974,1.9509,1.96508,-0.765135,-3.29496,1.31016,-1.49325,0.13404,0.416839,-0.508319,-1.50028,0.426654,1.96184,-0.221066,-1.71064,0.834441,0.305939,,,,,,,,,,
52,0.798911,0.0910474,-1.13887,-1.8082,-0.716415,0.782776,0.099267,-0.00754607,-1.37642,0.506074,0.292551,-0.133046,-0.893948,-2.17702,-0.0152618,0.44652,0.176478,0.35696,-0.310387,-0.495197,,,,,,,,,,
53,0.283979,-0.812577,-0.217858,0.784818,0.773384,-0.381156,-3.31161,-1.21622,1.91088,0.892914,0.587099,1.01124,-0.0122203,1.68872,0.524304,1.14471,-1.90772,-2.3882,0.593346,-0.458599,,,,,,,,,,
54,0.328664,-1.5951,-0.558528,-2.66789,1.66818,2.12117,-2.22962,0.170479,-2.0381,0.325181,-0.0304212,-0.00656629,-0.922667,-0.987581,-0.228131,0.704935,-0.889453,0.543829,2.14889,-0.126206,,,,,,,,,,
55,1.66659,0.390709,-1.37942,-3.66185,-1.21107,-2.57009,-0.117146,-1.37961,-1.79779,-0.45513,-1.14331,1.47797,0.157728,-0.608061,1.11674,-0.821773,0.432044,-1.19007,-0.183789,-1.49336,,,,,,,,,,
56,1.22889,-0.644976,-1.0943,-0.380707,3.32214,0.562505,-2.10954,-2.08073,2.31966,-1.04264,1.1376,0.304329,0.419855,-0.529624,0.756598,0.891419,-0.361762,-1.67959,0.52002,-0.762296,,,,,,,,,,
57,-2.59683,1.12847,1.35174,0.820615,1.54829,0.725519,0.779792,-3.07519,2.50139,-2.05804,-1.15978,0.833678,1.18791,-1.12851,1.20476,1.11362,-1.14487,-1.89168,1.87375,-1.03859,,,,,,,,,,
58,-3.78942,1.72282,-0.630558,-0.324491,2.30416,2.91332,1.26909,-0.941344,0.741402,-0.557903,-1.84321,0.241331,0.268592,-1.79273,1.2214,1.48098,0.268445,-0.957512,1.67436,0.194083,,,,,,,,,,
59,-1.29224,1.7539,0.494837,1.44604,3.36436,1.88038,-0.88958,-4.95189,-1.0226,1.93457,-1.00165,0.279901,-1.29105,0.331823,0.195475,0.10231,-0.654727,-3.36964,0.419191,0.692341,,,,,,,,,,
60,1.62325,-0.489526,2.25093,-0.520868,1.99703,-2.0327,-2.68428,1.83912,-1.03752,-1.31259,-0.645075,-0.211353,1.29064,0.188713,1.79621,0.0775883,-1.45676,0.0511882,1.6419,-0.173254,,,,,,,,,,
61,-2.391,-0.136493,-0.974289,-0.380995,1.98195,0.557412,-0.856779,0.0459993,-1.48809,-2.67305,-1.18277,0.128416,-0.791726,-0.741649,1.05635,0.530615,-1.47412,-1.08403,-0.596173,-1.11781,,,,,,,,,,
62,0.767689,2.67548,1.96595,-4.74556,-1.33728,0.842679,1.2989,1.39478,0.814803,-1.18692,-0.0616526,0.141355,-1.17396,-1.12356,-0.452091,1.10257,0.388735,-0.182807,0.435665,0.220677,,,,,,,,,,
63,0.918963,2.65848,0.356542,0.795006,-0.802648,2.10595,1.05421,-0.263876,-0.409231,0.868666,0.612744,0.727806,-0.839209,-0.442914,-0.328207,-0.139102,-0.294253,-0.465094,1.09161,0.792552,,,,,,,,,,
64,1.70285,-0.0931888,-1.3511,-2.3787,0.956646,-2.98375,-1.32199,0.0108562,-0.961246,-1.60891,1.29707,-0.415221,0.144023,-1.33628,1.28059,-0.686127,-1.01854,-0.621035,-0.160924,-1.26198,,,,,,,,,,
65,1.29779,1.19584,1.43176,-1.13773,1.62394,-0.572134,-3.11444,-1.88015,0.655409,2.30423,0.109066,0.806094,0.921732,-0.113751,1.99586,0.410516,-0.857601,-0.0050827,1.19691,0.470642,,,,,,,,,,
66,1.04898,1.74143,0.289884,-2.32145,1.82075,-0.332947,0.95992,-0.988375,-0.589722,0.454974,-0.0642687,0.942496,-0.575752,-0.659279,0.07006,-1.24837,0.698492,-0.59522,-0.0721042,-0.479071,,,,,,,,,,
67,1.54908,-1.82971,0.774341,-1.01701,-3.21048,2.08934,0.640422,2.15761,-0.442581,-0.00659096,0.653847,-1.4285,0.227646,0.147842,-0.714794,-0.324896,-0.40829,0.0069291,-0.0402589,-1.00651,,,,,,,,,,
68,0.0975988,-0.318403,0.99592,-0.519517,-4.36452,0.122333,1.19481,-1.31605,-2.84961,0.0866681,-0.492372,-0.537621,2.03544,0.80548,-2.51463,-0.239774,1.18965,-1.13697,0.0338986,-0.993808,,,,,,,,,,
69,-0.136294,-0.298761,2.83063,0.713123,-1.14762,-1.36534,1.16556,2.44557,0.59004,-2.30235,0.486428,0.248592,1.67041,0.139646,-1.48688,-0.141677,1.18011,0.395057,0.0930872,-0.701663,,,,,,,,,,
70,-0.380007,-1.52293,2.41566,0.612207,-1.3931,-0.813077,0.3659,0.00359488,-2.72264,-0.345291,0.534735,0.0696104,2.82649,0.0832464,-1.17305,-0.249754,1.00762,-1.0627,-1.75456,-1.11111,,,,,,,,,,
71,3.60818,-0.208301,2.77839,-0.985592,0.455737,-0.808397,3.27416,-0.0127628,-0.0438041,-2.17834,0.288446,-1.19775,1.74011,-0.994816,-0.412198,-0.0792118,1.0082,0.651637,-0.871946,-1.23285,,,,,,,,,,
72,0.373682,-0.101974,2.53467,2.13991,-1.15104,-1.63719,-0.938855,2.70381,1.53007,-0.166952,0.844848,-1.62618,2.21904,0.768027,-0.274917,-0.188858,1.00954,1.15035,0.252117,-1.33545,,,,,,,,,,
73,-3.14023,3.79738,3.11735,-0.0317348,-0.753443,0.502518,-0.522384,0.825421,-1.77858,-1.73727,-1.55938,1.51326,0.783997,1.63873,-1.49327,0.827509,0.523216,1.53966,-1.40988,-1.06551,,,,,,,,,,
74,0.136774,2.09352,-1.62586,-0.960288,-0.632128,1.72856,2.52688,-2.95306,-0.724365,-0.67977,-0.367636,1.46452,-0.00704491,-0.894793,-1.99851,1.93988,1.1906,0.510474,0.775164,-0.0453417,,,,,,,,,,
75,2.67406,0.165029,0.880507,-1.5899,-0.320674,1.13297,-1.06401,0.143088,-1.85074,0.398324,0.272293,-1.44965,0.346806,-0.678324,-1.11931,0.15716,0.00765391,0.470084,0.142954,-0.344184,,,,,,,,,,
76,2.10807,1.69266,-0.592805,0.561301,0.99717,-2.61414,0.861024,-1.28115,-0.625889,-0.725097,1.62047,0.673056,-0.140658,-0.047431,0.654031,-1.36174,-0.926674,-0.946391,-0.0264644,0.0336896,,,,,,,,,,
77,-0.629558,1.47653,2.12184,0.983805,2.5468,-1.84386,1.71949,0.308859,0.991153,-1.24936,0.627216,0.85866,-0.332593,-0.1424,1.86393,0.27669,0.719643,0.0383594,1.03829,0.0710431,,,,,,,,,,
78,0.414032,-0.66795,-0.556006,-0.0804981,1.27211,-0.547524,-0.541372,-0.258462,1.17297,-0.547682,0.405047,0.417712,-1.47005,0.139407,1.30657,-0.130633,-1.10796,0.688171,1.46663,-1.48826,,,,,,,,,,
79,1.09991,-0.950073,-3.61703,0.915848,-3.3037,-0.177962,0.956042,1.20054,0.327288,-2.51297,0.512978,-0.388777,-1.90745,0.67993,-0.607396,-0.311301,0.352767,0.23307,0.270793,-1.37647,,,,,,,,,,
80,-0.564305,-1.24151,2.08161,1.42551,2.43828,-2.1446,1.1765,-0.816216,1.26011,0.894934,1.25423,-1.62789,0.235504,-0.419413,1.29807,-0.0112751,-0.522306,-0.852161,-0.282041,0.319855,,,,,,,,,,
81,1.27263,-1.27508,0.471932,-2.87791,2.84043,-2.47353,1.11646,-1.30395,1.65625,-0.462212,0.160246,-0.300495,-0.266489,-0.697603,2.27723,-0.912984,-0.505542,-1.58039,0.673335,0.0275948,,,,,,,,,,
82,3.13438,0.488334,-3.93708,0.0689226,4.98027,-1.21184,-1.31508,-2.46756,-0.894005,0.129035,0.307603,0.235194,-1.59754,0.778703,1.0203,-0.084846,0.544292,-0.165704,-0.171487,0.0988035,,,,,,,,,,
83,2.01466,-1.12355,1.3439,-1.10555,-2.3202,-2.14263,-1.61712,-1.84779,-0.653635,-3.0304,0.582249,0.00199819,1.54794,-1.41955,-0.474336,-1.44799,-0.147875,-0.602878,-1.27613,-1.67946,,,,,,,,,,
84,3.91681,0.505428,-0.822224,-2.16424,1.40771,-2.08799,-0.0311776,-0.774289,-1.39969,-0.755718,0.706071,-0.517603,-0.0365352,-1.28388,0.373397,-1.10975,0.362254,-0.278766,-0.191958,-0.28115,,,,,,,,,,
85,0.846741,-2.70707,1.97273,-3.02459,-2.60779,-1.05992,1.17499,-2.42544,0.0461474,-0.537561,0.711402,-1.15639,1.79707,-0.999067,-1.41174,0.0147695,-0.367835,0.16092,0.51101,-0.35073,,,,,,,,,,
86,-4.04332,-0.578878,-1.35207,-3.01957,-0.973165,0.419247,2.32928,-2.02835,-1.77051,-0.000505924,-1.22586,0.195501,-0.608847,-1.57068,-0.368797,0.32686,1.48657,-1.65158,-1.58801,-1.40731,,,,,,,,,,
87,1.59801,-1.48746,3.31589,0.338832,-2.62235,-0.100115,-1.15289,-1.93441,-1.25325,-3.17281,1.90492,-2.87695,1.579,-0.215107,-2.15804,-0.0788689,-0.38713,0.342333,1.1076,-1.38007,,,,,,,,,,
88,1.30887,-2.22896,0.0587214,1.06053,-0.970165,-0.870975,0.351433,-1.72923,0.361749,-0.744081,-0.360994,-1.41938,-0.476967,1.11139,-1.18465,-0.852325,1.21025,-0.107351,-0.226201,-0.971338,,,,,,,,,,
89,-1.40894,-3.40802,1.20187,-0.673089,-1.85416,1.94065,0.654508,-0.458566,-3.43994,1.9696,0.0821016,-2.3568,1.18044,1.22717,-0.768135,1.5607,0.187672,-0.168492,-1.72737,-0.813009,,,,,,,,,,
90,0.39636,-0.765664,2.98121,2.71421,1.5826,0.336631,1.25917,0.0877913,-1.09971,-3.29288,0.730797,-0.0497286,2.1718,0.949738,0.964104,0.158003,1.12366,-1.26522,-0.937983,-1.16894,,,,,,,,,,
91,-1.16893,1.11127,-1.04152,-0.695194,-1.29453,-2.22809,1.25651,-0.184112,0.320142,1.98695,-0.29683,2.00704,-0.639775,-0.822228,-0.138553,-1.97539,0.727316,0.296993,0.571536,0.658146,,,,,,,,,,
92,1.2624,-0.740345,0.0830207,1.00685,0.355185,-2.10761,0.951506,0.72594,0.090721,1.57273,0.113744,-0.163913,-1.90942,0.0315383,-0.757966,-1.07736,1.89396,1.21858,-1.08577,-0.0595247,,,,,,,,,,
93,-1.26434,0.0185437,-2.1016,1.90822,-0.180429,-1.44775,-0.475049,-0.578148,-1.40461,-3.65705,-0.622738,0.450617,0.0870852,-1.09395,-0.437361,-1.07768,1.29393,-0.221767,-0.451589,-0.794012,,,,,,,,,,
94,1.81231,0.299167,-2.05344,-4.59023,-1.58131,1.16559,0.854346,-1.09091,2.99188,-0.803443,0.397656,1.33011,-0.458172,-2.1585,-1.78165,0.25094,0.669042,-0.803422,0.591775,-1.62734,,,,,,,,,,
95,-1.37683,0.866258,-2.19712,0.434709,1.18727,-1.14278,0.651742,-1.23765,-0.689077,-2.26424,-1.67908,0.826251,-0.458479,0.138098,-0.839051,-0.767283,1.6231,-0.421103,-2.19876,0.727029,,,,,,,,,,
96,2.11658,2.13935,1.0558,1.32005,-0.374765,1.66857,1.23136,-0.503117,2.74754,-1.65823,-0.458495,0.567459,1.21122,-0.371727,-0.00808802,1.07858,1.40921,-1.78035,1.30592,0.0625361,,,,,,,,,,
97,1.94421,1.58459,-1.27233,0.323725,-1.74568,-1.4614,0.316079,0.0131922,-1.80064,-0.0300006,-0.168047,-0.779024,0.0271777,-0.839779,0.278743,1.06255,-0.474981,-1.02686,1.03037,-0.0127141,,,,,,,,,,
98,-1.38946,0.519254,1.33869,-0.264319,1.29919,1.5358,-3.61167,-0.572175,-2.66275,0.441253,-0.74556,-0.647246,-0.411497,-0.412809,0.406815,0.105028,-0.768835,-1.09208,0.0712728,0.292556,,,,,,,,,,
99,1.40115,0.157784,-0.196631,-0.160507,2.78351,2.3653,-1.6389,-1.64289,-1.48111,-1.07749,0.153691,0.0711611,-0.391902,0.163581,0.694696,0.23298,-0.568133,-1.26469,-0.483452,-0.485379,,,,,,,,,,
100,-1.26654,-2.41041,1.58531,0.229825,1.09548,0.0251079,2.85214,-1.02694,0.488174,-0.542638,-0.188299,0.180513,0.341337,0.1428,1.52157,-0.538848,0.0562151,-1.472,0.0172991,-0.0826375,,,,,,,,,,
101,-3.13165,-1.5543,1.71518,2.77593,0.731982,2.64134,1.18175,-0.287851,-0.40338,-0.584352,-0.272139,0.275737,0.109128,0.245939,0.747605,0.315573,0.178801,-0.994082,-0.390426,-0.512279,,,,,,,,,,
102,-1.74857,2.51835,-0.372249,-0.889542,-2.23927,1.87191,-0.803875,-2.33115,0.139315,0.994625,0.134308,1.36829,0.0114421,-0.102285,0.513954,1.75107,-0.356145,-1.74036,0.347103,-0.01955,,,,,,,,,,
103,-0.192775,2.93494,0.430647,-1.57824,-0.943925,2.20982,-0.766135,-0.644334,1.91525,0.934358,-1.00225,0.415521,0.828161,-0.756405,0.0645624,1.56067,-0.375624,-1.49601,0.152496,0.946046,,,,,,,,,,
104,-1.25966,1.05574,1.4188,0.377668,0.695893,-1.11289,1.12406,2.29477,0.871539,3.93504,-0.897528,0.220465,0.46894,-1.4334,1.17262,-0.690331,-1.37733,-0.743165,1.71191,0.19675,,,,,,,,,,
105,-3.1897,0.509313,-0.485506,0.718992,0.140781,0.774402,0.0623905,-0.219611,-0.929131,1.70347,-1.51856,0.716166,0.364678,0.414906,1.30911,0.534536,-0.19468,-0.515937,0.965259,0.762505,,,,,,,,,,
106,-1.7279,-0.400585,0.0132581,-1.85549,0.624482,0.212366,1.43722,-1.13146,3.3238,-0.420542,0.23085,-0.127468,0.252635,-0.790407,0.609421,0.182453,0.273729,-1.16113,0.852232,0.59149,,,,,,,,,,
107,-1.42453,1.53272,2.11042,-3.92347,0.77403,2.10182,0.918662,1.02293,-0.0467575,-1.0686,0.140641,0.0476518,-0.164864,-1.38262,0.480243,1.09917,-0.771715,0.577536,-0.032656,-1.10609,,,,,,,,,,
108,-3.10178,0.0775616,2.44852,-0.091331,-1.96803,-1.55805,1.87549,-5.38283,0.0585542,1.7773,-1.47307,-1.03307,1.90907,-0.12949,-0.245403,-0.367884,-0.179939,-2.43737,0.0322697,-0.0896272,,,,,,,,,,
109,-0.824302,-0.810926,1.32914,-0.348862,1.12215,-0.597141,0.14698,-3.13675,-0.469947,-0.213899,-0.315815,-1.38148,0.821235,-1.03808,1.4027,-0.117911,-0.744455,-2.40726,0.234069,-0.250953,,,,,,,,,,
110,1.25055,-0.244793,1.1366,-0.0742685,3.04617,-0.776782,-1.43796,-2.84582,0.033862,-0.591374,-0.277417,0.36399,0.538042,-1.15895,1.31652,-0.354433,-0.24667,-0.269602,0.872099,0.998673,,,,,,,,,,
111,-1.60165,0.00831412,0.56852,0.413358,-1.30614,0.384409,-0.900999,-1.81051,0.0522855,1.11583,-0.853289,-0.085597,0.459624,0.818865,-0.307785,0.312243,0.295647,-0.378214,-0.332555,-0.628168,,,,,,,,,,
112,0.805638,0.294495,-1.14181,-3.36356,-1.02439,-0.23806,1.4054,0.197554,0.433569,0.497155,0.0846857,1.39932,0.439058,-0.597515,0.897665,0.268905,-0.989341,-0.508453,1.07107,1.00422,,,,,,,,,,
